Sentences,Positive,Negative
under scott walkers tax plan the average wisconsin taxpayer got just a month but corporations got million in tax cuts millionaires got at least per year,1,-2
you cant raise taxes in ohio we are one of the highest taxed states in the country,2,-2
just americans have more wealth than half of all americans combined,1,-1
says president is spending billion to give away obamaphones,1,-1
says obama has failed to pass a budget,1,-3
did you know wisconsins afscme union has lost of its members since no longer requiring membership,1,-1
says joe sestak voted to gut medicare reducing benefits for seniors and jeopardizing access to care for millions,2,-1
democratic tax hikes led billion of wealth to leave new jersey between and and mainly relocate to florida north carolina virginia and pennsylvania,1,-2
wisconsins government accountability board ignored their duties and did not regularly audit voters to remove felons for a span of elections,1,-1
says florida had five sanctuary cities while jeb bush was governor,1,-1
cover florida is available to any floridian offering basic coverage for about a month instead of the typical a month,1,-1
says new hampshire had the fourth lowest unemployment rate in the country during maggie hassans time in the state senate,1,-2
on timing of announcement for president,1,-1
when the presidents spokesman was asked about anwar al awlakis son he said he should have chosen a more responsible father,1,-1
in the first year that pell grants were fully funded a full pell grant paid percent of the cost of attendance at a typical four year public college today a full pell grant covers just percent of those costs,1,-1
we have intelligence agencies civilian and military who have all concluded that these espionage attacks these cyberattacks come from the highest levels of the kremlin and they are designed to influence our election,1,-3
